t_h,TR,T_inf,theta_meas,theta_qs,T_ad
37.8167,50.0120,50.0000,+0.01204,-0.00000,158.53
37.8333,50.0120,50.0000,+0.01203,-0.00000,158.53
37.8500,50.0120,50.0000,+0.01201,-0.00000,158.53
37.8667,50.0120,50.0000,+0.01200,-0.00000,158.53
37.8833,50.0120,50.0000,+0.01199,-0.00000,158.53
37.9000,50.0120,50.0000,+0.01198,-0.00000,158.53
37.9167,50.0120,50.0000,+0.01197,-0.00000,158.53
37.9333,50.0120,50.0000,+0.01196,-0.00000,158.53
37.9500,50.0119,50.0000,+0.01194,-0.00000,158.53
37.9667,50.0119,50.0000,+0.01193,-0.00000,158.53
37.9833,50.0119,50.0000,+0.01192,-0.00000,158.53
38.0000,50.0119,50.0000,+0.01191,-0.00000,158.53
38.0167,50.0119,50.0000,+0.01190,-0.00000,158.53
38.0333,50.0119,50.0000,+0.01188,-0.00000,158.53
38.0500,50.0119,50.0000,+0.01187,-0.00000,158.53
38.0667,50.0119,50.0000,+0.01186,-0.00000,158.53
38.0833,50.0118,50.0000,+0.01185,-0.00000,158.53
38.1000,50.0118,50.0000,+0.01184,-0.00000,158.53
38.1167,50.0118,50.0000,+0.01182,-0.00000,158.53
38.1333,50.0118,50.0000,+0.01181,-0.00000,158.53
38.1500,50.0118,50.0000,+0.01180,-0.00000,158.53
38.1667,50.0118,50.0000,+0.01179,-0.00000,158.53
38.1833,50.0118,50.0000,+0.01178,-0.00000,158.53
38.2000,50.0118,50.0000,+0.01176,-0.00000,158.53
38.2167,50.0118,50.0000,+0.01175,-0.00000,158.53
38.2333,50.0117,50.0000,+0.01174,-0.00000,158.53
38.2500,50.0117,50.0000,+0.01173,-0.00000,158.53
38.2667,50.0117,50.0000,+0.01172,-0.00000,158.53
38.2833,50.0117,50.0000,+0.01171,-0.00000,158.53
38.3000,50.0117,50.0000,+0.01170,-0.00000,158.53
38.3167,50.0117,50.0000,+0.01168,-0.00000,158.53
38.3333,50.0117,50.0000,+0.01167,-0.00000,158.53
38.3500,50.0117,50.0000,+0.01166,-0.00000,158.53
38.3667,50.0116,50.0000,+0.01165,-0.00000,158.53
38.3833,50.0116,50.0000,+0.01164,-0.00000,158.53
38.4000,50.0116,50.0000,+0.01163,-0.00000,158.53
38.4167,50.0116,50.0000,+0.01161,-0.00000,158.53
38.4333,50.0116,50.0000,+0.01160,-0.00000,158.53
38.4500,50.0116,50.0000,+0.01159,-0.00000,158.53
38.4667,50.0116,50.0000,+0.01158,-0.00000,158.53
38.4833,50.0116,50.0000,+0.01157,-0.00000,158.53
38.5000,50.0116,50.0000,+0.01156,-0.00000,158.53
38.5167,50.0115,50.0000,+0.01155,-0.00000,158.53
38.5333,50.0115,50.0000,+0.01153,-0.00000,158.53
38.5500,50.0115,50.0000,+0.01152,-0.00000,158.53
38.5667,50.0115,50.0000,+0.01151,-0.00000,158.53
38.5833,50.0115,50.0000,+0.01150,-0.00000,158.53
38.6000,50.0115,50.0000,+0.01149,-0.00000,158.53
38.6167,50.0115,50.0000,+0.01148,-0.00000,158.53
38.6333,50.0115,50.0000,+0.01147,-0.00000,158.53
38.6500,50.0115,50.0000,+0.01145,-0.00000,158.53
38.6667,50.0114,50.0000,+0.01144,-0.00000,158.53
38.6833,50.0114,50.0000,+0.01143,-0.00000,158.53
38.7000,50.0114,50.0000,+0.01142,-0.00000,158.53
38.7167,50.0114,50.0000,+0.01141,-0.00000,158.53
38.7333,50.0114,50.0000,+0.01140,-0.00000,158.53
38.7500,50.0114,50.0000,+0.01139,-0.00000,158.53
38.7667,50.0114,50.0000,+0.01138,-0.00000,158.53
38.7833,50.0114,50.0000,+0.01137,-0.00000,158.53
38.8000,50.0114,50.0000,+0.01136,-0.00000,158.53
38.8167,50.0113,50.0000,+0.01134,-0.00000,158.53
38.8333,50.0113,50.0000,+0.01133,-0.00000,158.53
38.8500,50.0113,50.0000,+0.01132,-0.00000,158.53
38.8667,50.0113,50.0000,+0.01131,-0.00000,158.53
38.8833,50.0113,50.0000,+0.01130,-0.00000,158.53
38.9000,50.0113,50.0000,+0.01129,-0.00000,158.53
38.9167,50.0113,50.0000,+0.01128,-0.00000,158.53
38.9333,50.0113,50.0000,+0.01127,-0.00000,158.53
38.9500,50.0113,50.0000,+0.01126,-0.00000,158.53
38.9667,50.0112,50.0000,+0.01125,-0.00000,158.53
38.9833,50.0112,50.0000,+0.01123,-0.00000,158.53
39.0000,50.0112,50.0000,+0.01122,-0.00000,158.53
39.0167,50.0112,50.0000,+0.01121,-0.00000,158.53
39.0333,50.0112,50.0000,+0.01120,-0.00000,158.53
39.0500,50.0112,50.0000,+0.01119,-0.00000,158.53
39.0667,50.0112,50.0000,+0.01118,-0.00000,158.53
39.0833,50.0112,50.0000,+0.01117,-0.00000,158.53
39.1000,50.0112,50.0000,+0.01116,-0.00000,158.53
39.1167,50.0111,50.0000,+0.01115,-0.00000,158.53
39.1333,50.0111,50.0000,+0.01114,-0.00000,158.53
39.1500,50.0111,50.0000,+0.01113,-0.00000,158.53
39.1667,50.0111,50.0000,+0.01111,-0.00000,158.53
39.1833,50.0111,50.0000,+0.01111,-0.00000,158.53
39.2000,50.0111,50.0000,+0.01109,-0.00000,158.53
39.2167,50.0111,50.0000,+0.01108,-0.00000,158.53
39.2333,50.0111,50.0000,+0.01107,-0.00000,158.53
39.2500,50.0111,50.0000,+0.01106,-0.00000,158.53
39.2667,50.0111,50.0000,+0.01105,-0.00000,158.53
39.2833,50.0110,50.0000,+0.01104,-0.00000,158.53
39.3000,50.0110,50.0000,+0.01103,-0.00000,158.53
39.3167,50.0110,50.0000,+0.01102,-0.00000,158.53
39.3333,50.0110,50.0000,+0.01101,-0.00000,158.53
39.3500,50.0110,50.0000,+0.01100,-0.00000,158.53
39.3667,50.0110,50.0000,+0.01099,-0.00000,158.53
39.3833,50.0110,50.0000,+0.01098,-0.00000,158.53
39.4000,50.0110,50.0000,+0.01097,-0.00000,158.53
39.4167,50.0110,50.0000,+0.01096,-0.00000,158.53
39.4333,50.0109,50.0000,+0.01095,-0.00000,158.53
39.4500,50.0109,50.0000,+0.01094,-0.00000,158.53
39.4667,50.0109,50.0000,+0.01093,-0.00000,158.53
39.4833,50.0109,50.0000,+0.01091,-0.00000,158.53
39.5000,50.0109,50.0000,+0.01090,-0.00000,158.53
39.5167,50.0109,50.0000,+0.01089,-0.00000,158.53
39.5333,50.0109,50.0000,+0.01088,-0.00000,158.53
39.5500,50.0109,50.0000,+0.01087,-0.00000,158.53
39.5667,50.0109,50.0000,+0.01086,-0.00000,158.53
39.5833,50.0109,50.0000,+0.01085,-0.00000,158.53
39.6000,50.0108,50.0000,+0.01084,-0.00000,158.53
39.6167,50.0108,50.0000,+0.01083,-0.00000,158.53
39.6333,50.0108,50.0000,+0.01082,-0.00000,158.53
39.6500,50.0108,50.0000,+0.01081,-0.00000,158.53
39.6667,50.0108,50.0000,+0.01080,-0.00000,158.53
39.6833,50.0108,50.0000,+0.01079,-0.00000,158.53
39.7000,50.0108,50.0000,+0.01078,-0.00000,158.53
39.7167,50.0108,50.0000,+0.01077,-0.00000,158.53
39.7333,50.0108,50.0000,+0.01076,-0.00000,158.53
39.7500,50.0108,50.0000,+0.01075,-0.00000,158.53
39.7667,50.0107,50.0000,+0.01074,-0.00000,158.53
39.7833,50.0107,50.0000,+0.01073,-0.00000,158.53
39.8000,50.0107,50.0000,+0.01072,-0.00000,158.53
39.8167,50.0107,50.0000,+0.01071,-0.00000,158.53
39.8333,50.0107,50.0000,+0.01070,-0.00000,158.53
39.8500,50.0107,50.0000,+0.01069,-0.00000,158.53
39.8667,50.0107,50.0000,+0.01068,-0.00000,158.53
39.8833,50.0107,50.0000,+0.01067,-0.00000,158.53
39.9000,50.0107,50.0000,+0.01066,-0.00000,158.53
39.9167,50.0106,50.0000,+0.01065,-0.00000,158.53
39.9333,50.0106,50.0000,+0.01064,-0.00000,158.53
39.9500,50.0106,50.0000,+0.01063,-0.00000,158.53
39.9667,50.0106,50.0000,+0.01062,-0.00000,158.53
39.9833,50.0106,50.0000,+0.01061,-0.00000,158.53
40.0000,50.0106,50.0000,+0.01060,-0.00000,158.53
40.0167,50.0106,50.0000,+0.01059,-0.00000,158.53
40.0333,50.0106,50.0000,+0.01058,-0.00000,158.53
40.0500,50.0106,50.0000,+0.01057,-0.00000,158.53
40.0667,50.0106,50.0000,+0.01056,-0.00000,158.53
40.0833,50.0105,50.0000,+0.01055,-0.00000,158.53
40.1000,50.0105,50.0000,+0.01054,-0.00000,158.53
40.1167,50.0105,50.0000,+0.01053,-0.00000,158.53
40.1333,50.0105,50.0000,+0.01052,-0.00000,158.53
40.1500,50.0105,50.0000,+0.01051,-0.00000,158.53
40.1667,50.0105,50.0000,+0.01050,-0.00000,158.53
40.1833,50.0105,50.0000,+0.01049,-0.00000,158.53
40.2000,50.0105,50.0000,+0.01048,-0.00000,158.53
40.2167,50.0105,50.0000,+0.01047,-0.00000,158.53
40.2333,50.0105,50.0000,+0.01046,-0.00000,158.53
40.2500,50.0105,50.0000,+0.01045,-0.00000,158.53
40.2667,50.0104,50.0000,+0.01044,-0.00000,158.53
40.2833,50.0104,50.0000,+0.01043,-0.00000,158.53
40.3000,50.0104,50.0000,+0.01042,-0.00000,158.53
40.3167,50.0104,50.0000,+0.01041,-0.00000,158.53
40.3333,50.0104,50.0000,+0.01040,-0.00000,158.53
40.3500,50.0104,50.0000,+0.01039,-0.00000,158.53
40.3667,50.0104,50.0000,+0.01038,-0.00000,158.53
40.3833,50.0104,50.0000,+0.01037,-0.00000,158.53
40.4000,50.0104,50.0000,+0.01036,-0.00000,158.53
40.4167,50.0104,50.0000,+0.01035,-0.00000,158.53
40.4333,50.0103,50.0000,+0.01035,-0.00000,158.53
40.4500,50.0103,50.0000,+0.01033,-0.00000,158.53
40.4667,50.0103,50.0000,+0.01033,-0.00000,158.53
40.4833,50.0103,50.0000,+0.01032,-0.00000,158.53
40.5000,50.0103,50.0000,+0.01031,-0.00000,158.53
40.5167,50.0103,50.0000,+0.01030,-0.00000,158.53
40.5333,50.0103,50.0000,+0.01029,-0.00000,158.53
40.5500,50.0103,50.0000,+0.01028,-0.00000,158.53
40.5667,50.0103,50.0000,+0.01027,-0.00000,158.53
40.5833,50.0103,50.0000,+0.01026,-0.00000,158.53
40.6000,50.0102,50.0000,+0.01025,-0.00000,158.53
40.6167,50.0102,50.0000,+0.01024,-0.00000,158.53
40.6333,50.0102,50.0000,+0.01023,-0.00000,158.53
40.6500,50.0102,50.0000,+0.01022,-0.00000,158.53
40.6667,50.0102,50.0000,+0.01021,-0.00000,158.53
40.6833,50.0102,50.0000,+0.01020,-0.00000,158.53
40.7000,50.0102,50.0000,+0.01019,-0.00000,158.53
40.7167,50.0102,50.0000,+0.01018,-0.00000,158.53
40.7333,50.0102,50.0000,+0.01017,-0.00000,158.53
40.7500,50.0102,50.0000,+0.01017,-0.00000,158.53
40.7667,50.0102,50.0000,+0.01016,-0.00000,158.53
40.7833,50.0101,50.0000,+0.01015,-0.00000,158.53
40.8000,50.0101,50.0000,+0.01014,-0.00000,158.53
40.8167,50.0101,50.0000,+0.01013,-0.00000,158.53
40.8333,50.0101,50.0000,+0.01012,-0.00000,158.53
40.8500,50.0101,50.0000,+0.01011,-0.00000,158.53
40.8667,50.0101,50.0000,+0.01010,-0.00000,158.53
40.8833,50.0101,50.0000,+0.01009,-0.00000,158.53
40.9000,50.0101,50.0000,+0.01008,-0.00000,158.53
40.9167,50.0101,50.0000,+0.01007,-0.00000,158.53
40.9333,50.0101,50.0000,+0.01006,-0.00000,158.53
40.9500,50.0101,50.0000,+0.01005,-0.00000,158.53
40.9667,50.0100,50.0000,+0.01004,-0.00000,158.53
40.9833,50.0100,50.0000,+0.01004,-0.00000,158.53
41.0000,50.0100,50.0000,+0.01003,-0.00000,158.53
41.0167,50.0100,50.0000,+0.01002,-0.00000,158.53
41.0333,50.0100,50.0000,+0.01001,-0.00000,158.53
41.0500,50.0100,50.0000,+0.01000,-0.00000,158.53
41.0667,50.0100,50.0000,+0.00999,-0.00000,158.53
41.0833,50.0100,50.0000,+0.00998,-0.00000,158.53
41.1000,50.0100,50.0000,+0.00997,-0.00000,158.53
41.1167,50.0100,50.0000,+0.00996,-0.00000,158.53
41.1333,50.0100,50.0000,+0.00995,-0.00000,158.53
41.1500,50.0099,50.0000,+0.00995,-0.00000,158.53
41.1667,50.0099,50.0000,+0.00994,-0.00000,158.53
41.1833,50.0099,50.0000,+0.00993,-0.00000,158.53
41.2000,50.0099,50.0000,+0.00992,-0.00000,158.53
41.2167,50.0099,50.0000,+0.00991,-0.00000,158.53
41.2333,50.0099,50.0000,+0.00990,-0.00000,158.53
41.2500,50.0099,50.0000,+0.00989,-0.00000,158.53
41.2667,50.0099,50.0000,+0.00988,-0.00000,158.53
41.2833,50.0099,50.0000,+0.00987,-0.00000,158.53
41.3000,50.0099,50.0000,+0.00986,-0.00000,158.53
41.3167,50.0099,50.0000,+0.00986,-0.00000,158.53
41.3333,50.0098,50.0000,+0.00985,-0.00000,158.53
41.3500,50.0098,50.0000,+0.00984,-0.00000,158.53
41.3667,50.0098,50.0000,+0.00983,-0.00000,158.53
41.3833,50.0098,50.0000,+0.00982,-0.00000,158.53
41.4000,50.0098,50.0000,+0.00981,-0.00000,158.53
41.4167,50.0098,50.0000,+0.00980,-0.00000,158.53
41.4333,50.0098,50.0000,+0.00979,-0.00000,158.53
41.4500,50.0098,50.0000,+0.00979,-0.00000,158.53
41.4667,50.0098,50.0000,+0.00978,-0.00000,158.53
41.4833,50.0098,50.0000,+0.00977,-0.00000,158.53
41.5000,50.0098,50.0000,+0.00976,-0.00000,158.53
41.5167,50.0097,50.0000,+0.00975,-0.00000,158.53
41.5333,50.0097,50.0000,+0.00974,-0.00000,158.53
41.5500,50.0097,50.0000,+0.00973,-0.00000,158.53
41.5667,50.0097,50.0000,+0.00972,-0.00000,158.53
41.5833,50.0097,50.0000,+0.00971,-0.00000,158.53
41.6000,50.0097,50.0000,+0.00971,-0.00000,158.53
41.6167,50.0097,50.0000,+0.00970,-0.00000,158.53
41.6333,50.0097,50.0000,+0.00969,-0.00000,158.53
41.6500,50.0097,50.0000,+0.00968,-0.00000,158.53
41.6667,50.0097,50.0000,+0.00967,-0.00000,158.53
41.6833,50.0097,50.0000,+0.00966,-0.00000,158.53
41.7000,50.0097,50.0000,+0.00965,-0.00000,158.53
41.7167,50.0096,50.0000,+0.00965,-0.00000,158.53
41.7333,50.0096,50.0000,+0.00964,-0.00000,158.53
41.7500,50.0096,50.0000,+0.00963,-0.00000,158.53
41.7667,50.0096,50.0000,+0.00962,-0.00000,158.53
41.7833,50.0096,50.0000,+0.00961,-0.00000,158.53
41.8000,50.0096,50.0000,+0.00960,-0.00000,158.53
41.8167,50.0096,50.0000,+0.00959,-0.00000,158.53
41.8333,50.0096,50.0000,+0.00959,-0.00000,158.53
41.8500,50.0096,50.0000,+0.00958,-0.00000,158.53
41.8667,50.0096,50.0000,+0.00957,-0.00000,158.53
41.8833,50.0096,50.0000,+0.00956,-0.00000,158.53
41.9000,50.0096,50.0000,+0.00955,-0.00000,158.53
41.9167,50.0095,50.0000,+0.00954,-0.00000,158.53
41.9333,50.0095,50.0000,+0.00953,-0.00000,158.53
41.9500,50.0095,50.0000,+0.00953,-0.00000,158.53
41.9667,50.0095,50.0000,+0.00952,-0.00000,158.53
41.9833,50.0095,50.0000,+0.00951,-0.00000,158.53
42.0000,50.0095,50.0000,+0.00950,-0.00000,158.53
42.0167,50.0095,50.0000,+0.00949,-0.00000,158.53
42.0333,50.0095,50.0000,+0.00948,-0.00000,158.53
42.0500,50.0095,50.0000,+0.00948,-0.00000,158.53
42.0667,50.0095,50.0000,+0.00947,-0.00000,158.53
42.0833,50.0095,50.0000,+0.00946,-0.00000,158.53
42.1000,50.0095,50.0000,+0.00945,-0.00000,158.53
42.1167,50.0094,50.0000,+0.00944,-0.00000,158.53
42.1333,50.0094,50.0000,+0.00944,-0.00000,158.53
42.1500,50.0094,50.0000,+0.00943,-0.00000,158.53
42.1667,50.0094,50.0000,+0.00942,-0.00000,158.53
42.1833,50.0094,50.0000,+0.00941,-0.00000,158.53
42.2000,50.0094,50.0000,+0.00940,-0.00000,158.53
42.2167,50.0094,50.0000,+0.00939,-0.00000,158.53
42.2333,50.0094,50.0000,+0.00939,-0.00000,158.53
42.2500,50.0094,50.0000,+0.00938,-0.00000,158.53
42.2667,50.0094,50.0000,+0.00937,-0.00000,158.53
42.2833,50.0094,50.0000,+0.00936,-0.00000,158.53
42.3000,50.0094,50.0000,+0.00935,-0.00000,158.53
42.3167,50.0093,50.0000,+0.00934,-0.00000,158.53
42.3333,50.0093,50.0000,+0.00934,-0.00000,158.53
42.3500,50.0093,50.0000,+0.00933,-0.00000,158.53
42.3667,50.0093,50.0000,+0.00932,-0.00000,158.53
42.3833,50.0093,50.0000,+0.00931,-0.00000,158.53
42.4000,50.0093,50.0000,+0.00930,-0.00000,158.53
42.4167,50.0093,50.0000,+0.00930,-0.00000,158.53
42.4333,50.0093,50.0000,+0.00929,-0.00000,158.53
42.4500,50.0093,50.0000,+0.00928,-0.00000,158.53
42.4667,50.0093,50.0000,+0.00927,-0.00000,158.53
42.4833,50.0093,50.0000,+0.00926,-0.00000,158.53
42.5000,50.0093,50.0000,+0.00926,-0.00000,158.53
42.5167,50.0092,50.0000,+0.00925,-0.00000,158.53
42.5333,50.0092,50.0000,+0.00924,-0.00000,158.53
42.5500,50.0092,50.0000,+0.00923,-0.00000,158.53
42.5667,50.0092,50.0000,+0.00922,-0.00000,158.53
42.5833,50.0092,50.0000,+0.00921,-0.00000,158.53
42.6000,50.0092,50.0000,+0.00921,-0.00000,158.53
42.6167,50.0092,50.0000,+0.00920,-0.00000,158.53
42.6333,50.0092,50.0000,+0.00919,-0.00000,158.53
42.6500,50.0092,50.0000,+0.00918,-0.00000,158.53
42.6667,50.0092,50.0000,+0.00917,-0.00000,158.53
42.6833,50.0092,50.0000,+0.00917,-0.00000,158.53
42.7000,50.0092,50.0000,+0.00916,-0.00000,158.53
42.7167,50.0092,50.0000,+0.00915,-0.00000,158.53
42.7333,50.0091,50.0000,+0.00914,-0.00000,158.53
42.7500,50.0091,50.0000,+0.00914,-0.00000,158.53
42.7667,50.0091,50.0000,+0.00913,-0.00000,158.53
42.7833,50.0091,50.0000,+0.00912,-0.00000,158.53
42.8000,50.0091,50.0000,+0.00911,-0.00000,158.53
42.8167,50.0091,50.0000,+0.00910,-0.00000,158.53
42.8333,50.0091,50.0000,+0.00910,-0.00000,158.53
42.8500,50.0091,50.0000,+0.00909,-0.00000,158.53
42.8667,50.0091,50.0000,+0.00908,-0.00000,158.53
42.8833,50.0091,50.0000,+0.00907,-0.00000,158.53
42.9000,50.0091,50.0000,+0.00906,-0.00000,158.53
42.9167,50.0091,50.0000,+0.00906,-0.00000,158.53
42.9333,50.0090,50.0000,+0.00905,-0.00000,158.53
42.9500,50.0090,50.0000,+0.00904,-0.00000,158.53
42.9667,50.0090,50.0000,+0.00903,-0.00000,158.53
42.9833,50.0090,50.0000,+0.00903,-0.00000,158.53
43.0000,50.0090,50.0000,+0.00902,-0.00000,158.53
43.0167,50.0090,50.0000,+0.00901,-0.00000,158.53
43.0333,50.0090,50.0000,+0.00900,-0.00000,158.53
43.0500,50.0090,50.0000,+0.00899,-0.00000,158.53
43.0667,50.0090,50.0000,+0.00899,-0.00000,158.53
43.0833,50.0090,50.0000,+0.00898,-0.00000,158.53
43.1000,50.0090,50.0000,+0.00897,-0.00000,158.53
43.1167,50.0090,50.0000,+0.00896,-0.00000,158.53
43.1333,50.0090,50.0000,+0.00896,-0.00000,158.53
43.1500,50.0089,50.0000,+0.00895,-0.00000,158.53
43.1667,50.0089,50.0000,+0.00894,-0.00000,158.53
43.1833,50.0089,50.0000,+0.00893,-0.00000,158.53
43.2000,50.0089,50.0000,+0.00893,-0.00000,158.53
43.2167,50.0089,50.0000,+0.00892,-0.00000,158.53
43.2333,50.0089,50.0000,+0.00891,-0.00000,158.53
43.2500,50.0089,50.0000,+0.00890,-0.00000,158.53
43.2667,50.0089,50.0000,+0.00890,-0.00000,158.53
43.2833,50.0089,50.0000,+0.00889,-0.00000,158.53
43.3000,50.0089,50.0000,+0.00888,-0.00000,158.53
43.3167,50.0089,50.0000,+0.00887,-0.00000,158.53
43.3333,50.0089,50.0000,+0.00887,-0.00000,158.53
43.3500,50.0089,50.0000,+0.00886,-0.00000,158.53
43.3667,50.0089,50.0000,+0.00885,-0.00000,158.53
43.3833,50.0088,50.0000,+0.00884,-0.00000,158.53
43.4000,50.0088,50.0000,+0.00883,-0.00000,158.53
43.4167,50.0088,50.0000,+0.00883,-0.00000,158.53
43.4333,50.0088,50.0000,+0.00882,-0.00000,158.53
43.4500,50.0088,50.0000,+0.00881,-0.00000,158.53
43.4667,50.0088,50.0000,+0.00881,-0.00000,158.53
43.4833,50.0088,50.0000,+0.00880,-0.00000,158.53
43.5000,50.0088,50.0000,+0.00879,-0.00000,158.53
43.5167,50.0088,50.0000,+0.00878,-0.00000,158.53
43.5333,50.0088,50.0000,+0.00878,-0.00000,158.53
43.5500,50.0088,50.0000,+0.00877,-0.00000,158.53
43.5667,50.0088,50.0000,+0.00876,-0.00000,158.53
43.5833,50.0088,50.0000,+0.00875,-0.00000,158.53
43.6000,50.0087,50.0000,+0.00875,-0.00000,158.53
43.6167,50.0087,50.0000,+0.00874,-0.00000,158.53
43.6333,50.0087,50.0000,+0.00873,-0.00000,158.53
43.6500,50.0087,50.0000,+0.00872,-0.00000,158.53
43.6667,50.0087,50.0000,+0.00872,-0.00000,158.53
43.6833,50.0087,50.0000,+0.00871,-0.00000,158.53
43.7000,50.0087,50.0000,+0.00870,-0.00000,158.53
43.7167,50.0087,50.0000,+0.00870,-0.00000,158.53
43.7333,50.0087,50.0000,+0.00869,-0.00000,158.53
43.7500,50.0087,50.0000,+0.00868,-0.00000,158.53
43.7667,50.0087,50.0000,+0.00867,-0.00000,158.53
43.7833,50.0087,50.0000,+0.00867,-0.00000,158.53
43.8000,50.0087,50.0000,+0.00866,-0.00000,158.53
43.8167,50.0087,50.0000,+0.00865,-0.00000,158.53
43.8333,50.0086,50.0000,+0.00864,-0.00000,158.53
43.8500,50.0086,50.0000,+0.00864,-0.00000,158.53
43.8667,50.0086,50.0000,+0.00863,-0.00000,158.53
43.8833,50.0086,50.0000,+0.00862,-0.00000,158.53
43.9000,50.0086,50.0000,+0.00861,-0.00000,158.53
43.9167,50.0086,50.0000,+0.00861,-0.00000,158.53
43.9333,50.0086,50.0000,+0.00860,-0.00000,158.53
43.9500,50.0086,50.0000,+0.00859,-0.00000,158.53
43.9667,50.0086,50.0000,+0.00859,-0.00000,158.53
43.9833,50.0086,50.0000,+0.00858,-0.00000,158.53
44.0000,50.0086,50.0000,+0.00857,-0.00000,158.53
44.0167,50.0086,50.0000,+0.00856,-0.00000,158.53
44.0333,50.0086,50.0000,+0.00856,-0.00000,158.53
44.0500,50.0086,50.0000,+0.00855,-0.00000,158.53
44.0667,50.0085,50.0000,+0.00854,-0.00000,158.53
44.0833,50.0085,50.0000,+0.00854,-0.00000,158.53
44.1000,50.0085,50.0000,+0.00853,-0.00000,158.53
44.1167,50.0085,50.0000,+0.00852,-0.00000,158.53
44.1333,50.0085,50.0000,+0.00852,-0.00000,158.53
44.1500,50.0085,50.0000,+0.00851,-0.00000,158.53
44.1667,50.0085,50.0000,+0.00850,-0.00000,158.53
44.1833,50.0085,50.0000,+0.00849,-0.00000,158.53
44.2000,50.0085,50.0000,+0.00849,-0.00000,158.53
44.2167,50.0085,50.0000,+0.00848,-0.00000,158.53
44.2333,50.0085,50.0000,+0.00847,-0.00000,158.53
44.2500,50.0085,50.0000,+0.00847,-0.00000,158.53
44.2667,50.0085,50.0000,+0.00846,-0.00000,158.53
44.2833,50.0085,50.0000,+0.00845,-0.00000,158.53
44.3000,50.0084,50.0000,+0.00845,-0.00000,158.53
44.3167,50.0084,50.0000,+0.00844,-0.00000,158.53
44.3333,50.0084,50.0000,+0.00843,-0.00000,158.53
44.3500,50.0084,50.0000,+0.00842,-0.00000,158.53
44.3667,50.0084,50.0000,+0.00842,-0.00000,158.53
44.3833,50.0084,50.0000,+0.00841,-0.00000,158.53
44.4000,50.0084,50.0000,+0.00840,-0.00000,158.53
44.4167,50.0084,50.0000,+0.00840,-0.00000,158.53
44.4333,50.0084,50.0000,+0.00839,-0.00000,158.53
44.4500,50.0084,50.0000,+0.00838,-0.00000,158.53
44.4667,50.0084,50.0000,+0.00838,-0.00000,158.53
44.4833,50.0084,50.0000,+0.00837,-0.00000,158.53
44.5000,50.0084,50.0000,+0.00836,-0.00000,158.53
44.5167,50.0084,50.0000,+0.00836,-0.00000,158.53
44.5333,50.0083,50.0000,+0.00835,-0.00000,158.53
44.5500,50.0083,50.0000,+0.00834,-0.00000,158.53
44.5667,50.0083,50.0000,+0.00833,-0.00000,158.53
44.5833,50.0083,50.0000,+0.00833,-0.00000,158.53
44.6000,50.0083,50.0000,+0.00832,-0.00000,158.53
44.6167,50.0083,50.0000,+0.00831,-0.00000,158.53
44.6333,50.0083,50.0000,+0.00831,-0.00000,158.53
44.6500,50.0083,50.0000,+0.00830,-0.00000,158.53
44.6667,50.0083,50.0000,+0.00829,-0.00000,158.53
44.6833,50.0083,50.0000,+0.00829,-0.00000,158.53
44.7000,50.0083,50.0000,+0.00828,-0.00000,158.53
44.7167,50.0083,50.0000,+0.00827,-0.00000,158.53
44.7333,50.0083,50.0000,+0.00827,-0.00000,158.53
44.7500,50.0083,50.0000,+0.00826,-0.00000,158.53
44.7667,50.0083,50.0000,+0.00825,-0.00000,158.53
44.7833,50.0082,50.0000,+0.00825,-0.00000,158.53
44.8000,50.0082,50.0000,+0.00824,-0.00000,158.53
44.8167,50.0082,50.0000,+0.00823,-0.00000,158.53
44.8333,50.0082,50.0000,+0.00823,-0.00000,158.53
44.8500,50.0082,50.0000,+0.00822,-0.00000,158.53
44.8667,50.0082,50.0000,+0.00821,-0.00000,158.53
44.8833,50.0082,50.0000,+0.00821,-0.00000,158.53
44.9000,50.0082,50.0000,+0.00820,-0.00000,158.53
44.9167,50.0082,50.0000,+0.00819,-0.00000,158.53
44.9333,50.0082,50.0000,+0.00819,-0.00000,158.53
44.9500,50.0082,50.0000,+0.00818,-0.00000,158.53
44.9667,50.0082,50.0000,+0.00817,-0.00000,158.53
44.9833,50.0082,50.0000,+0.00817,-0.00000,158.53
45.0000,50.0082,50.0000,+0.00816,-0.00000,158.53
45.0167,50.0082,50.0000,+0.00815,-0.00000,158.53
45.0333,50.0081,50.0000,+0.00815,-0.00000,158.53
45.0500,50.0081,50.0000,+0.00814,-0.00000,158.53
45.0667,50.0081,50.0000,+0.00813,-0.00000,158.53
45.0833,50.0081,50.0000,+0.00813,-0.00000,158.53
45.1000,50.0081,50.0000,+0.00812,-0.00000,158.53
45.1167,50.0081,50.0000,+0.00811,-0.00000,158.53
45.1333,50.0081,50.0000,+0.00811,-0.00000,158.53
45.1500,50.0081,50.0000,+0.00810,-0.00000,158.53
45.1667,50.0081,50.0000,+0.00809,-0.00000,158.53
45.1833,50.0081,50.0000,+0.00809,-0.00000,158.53
45.2000,50.0081,50.0000,+0.00808,-0.00000,158.53
45.2167,50.0081,50.0000,+0.00807,-0.00000,158.53
45.2333,50.0081,50.0000,+0.00807,-0.00000,158.53
45.2500,50.0081,50.0000,+0.00806,-0.00000,158.53
45.2667,50.0081,50.0000,+0.00805,-0.00000,158.53
45.2833,50.0080,50.0000,+0.00805,-0.00000,158.53
45.3000,50.0080,50.0000,+0.00804,-0.00000,158.53
